key,en_value,usage_count,de_value,fr_value,nl_value
generalInfoForm.tooltips.nationality,"Enter the nationality of the means of transport (or that of the vehicle propelling the others if there are several means of transport) on which the goods are directly loaded at the time of export or transit formalities, in the form of the relevant Union code. If a tractor and trailer of different nationalities are used, enter the nationality of the tractor.",2,"Unter Verwendung des entsprechenden Unionscodes ist die Staatszugehörigkeit des Beförderungsmittels, auf das die Waren bei den Ausfuhrförmlichkeiten oder der Förmlichkeiten des Versandverfahrens unmittelbar verladen werden (oder bei mehreren Beförderungsmitteln die Staatszugehörigkeit des schiebenden bzw. ziehenden Beförderungsmittels) anzugeben. Wenn Zugmaschine und Auflieger verschiedene Staatszugehörigkeiten aufweisen, ist die Staatszugehörigkeit der Zugmaschine anzugeben.","Indiquer, selon le code de l’Union prévu à cet effet, la nationalitédu moyen de transport (ou celle du moyen assurant lapropulsion de l’ensemble s’il y a plusieurs moyens de transport)sur lequel les marchandises sont directement chargéeslors des formalités d’exportation ou de transit. S’il y a utilisationd’un véhicule tracteur et d’une remorque de nationalitésdifférentes, indiquer la nationalité du véhicule tracteur",Vermeld met behulp van de relevante Uniecode de nationaliteit van het vervoermiddel (of van het vervoermiddel waarmee het geheel wordt voortbewogen indien er meerdere vervoermiddelen zijn) waarop of waarin de goederen rechtstreeks zijn geladen op het tijdstip van de formaliteiten bij uitvoer of voor douanevervoer. Vermeld de nationaliteit van de trekker indien een trekker en een aanhangwagen van verschillende nationaliteiten worden gebruikt.
generalInfoForm.tooltips.placeOfLoading,"Identification of the seaport, airport, freight terminal, rail station or other place at which the goods are loaded onto the means of transport being used for their carriage, including the country where it is located. Where available, coded information shall be provided for the identification of the location. In case there is no UN/LOCODE available for the location concerned, the country code shall be followed by the name of the place, with the maximum level of precision available.",2,"Bezeichnung des Hafens, Flughafens, Frachtterminals, Bahnhofs oder anderen Ortes, an dem die Waren auf das für ihre Beförderung benutzte Beförderungsmittel verladen werden, sowie des jeweiligen Landes. Soweit verfügbar, sind zur Kennzeichnung des Ortes codierte Angaben vorzulegen. Ist für den betreffenden Ort kein UN/LOCODE verfügbar, ist der Ländercode gefolgt von der Ortsbezeichnung so präzise wie möglich anzugeben.","Identification du port maritime, de l’aéroport, du terminal defret, de la gare ferroviaire ou de tout autre lieu où lesmarchandises sont chargées sur le moyen de transportutilisé pour leur acheminement, y compris le pays où il estsitué. Le cas échéant, des informations codées sont fourniespour l’identification du lieu.Dans le cas où aucun Locode/ONU n’est disponible pour lelieu concerné, le code du pays est suivi du nom du lieu,indiqué avec le maximum de précision.","Identificatie van de zeehaven, luchthaven, vrachtterminal, het treinstation of een andere plaats waar goederen in het vervoermiddel worden geladen waarmee ze zullen worden vervoerd, inclusief het land waar deze plaats is gelegen. Indien beschikbaar wordt gecodeerde informatie verstrekt voor de identificatie van de plaats. Indien er geen UN/LOCODE beschikbaar is voor de betrokken locatie, wordt de landcode gevolgd door een zo nauwkeurig mogelijke vermelding van de naam van de plaats."
generalInfoForm.tooltips.placeOfUnloading,"Identification of the seaport, airport, freight terminal, rail station or other place at which the goods are unloaded from the means of transport having been used to bring them into the customs territory of the Union, including the country where it is located. Where available, coded information shall be provided for the identification of the location.In case there is no UN/LOCODE available for the location concerned, the country code shall be followed by the name of the place, with the maximum level of precision available.",2,"Bezeichnung des Hafens, Flughafens, Frachtterminals, Bahnhofs oder anderen Ortes, an dem die Waren von dem für ihre Beförderung in das Zollgebiet der Union benutzten Beförderungsmittel entladen werden, sowie des jeweiligen Landes. Soweit verfügbar, sind zur Kennzeichnung des Ortes codierte Angaben vorzulegen. Ist für den betreffenden Ort kein UN/LOCODE verfügbar, ist der Ländercode gefolgt von der Ortsbezeichnung so präzise wie möglich anzugeben.","Identification du port maritime, de l’aéroport, du terminal defret, de la gare ferroviaire ou de tout autre lieu où lesmarchandises sont déchargées du moyen de transport utilisépour leur acheminement vers le territoire douanier del’Union, y compris le pays où il est situé. Le cas échéant,des informations codées sont fournies pour l’identification dulieu.Dans le cas où aucun Locode/ONU n’est disponible pour lelieu concerné, le code du pays est suivi du nom du lieu,indiqué avec le maximum de précision.","Identificatie van de zeehaven, luchthaven, vrachtterminal, het treinstation of een andere plaats waar de goederen uit het vervoermiddel worden gelost waarmee ze in het douanegebied van de Unie zijn gebracht, inclusief het land waar deze plaats is gelegen. Indien beschikbaar wordt gecodeerde informatie verstrekt voor de identificatie van de plaats. Indien er geen UN/LOCODE beschikbaar is voor de betrokken locatie, wordt de landcode gevolgd door een zo nauwkeurig mogelijke vermelding van de naam van de plaats."
generalInfoForm.tooltips.presentationDateTime,Please enter the date and time when the goods are presented to customs pursuant to Article 139 of the Code.,0,Please enter the date and time when the goods are presented to customs pursuant to Article 139 of the Code.,Please enter the date and time when the goods are presented to customs pursuant to Article 139 of the Code.,Please enter the date and time when the goods are presented to customs pursuant to Article 139 of the Code.
generalInfoForm.tooltips.previousDocument,"Enter the details related to Goods declaration for exportation, this triggers scenarios export followed by transit with AES",3,Geben Sie die Angaben zur Zollanmeldung für die Ausfuhr ein. Dies löst das Szenario Ausfuhr gefolgt von einem Versandverfahren mit AES aus.,"Saisissez les détails relatifs à la déclaration de marchandises pour l'exportation, ce qui déclenche des scénarios d'exportation suivis d'un transit avec AES.",Geef de details van de aangifte voor export die de scenario exprt voor transit triggeren met AES
generalInfoForm.tooltips.qualifier,"Please select qualifier U or V in case of a designated location or an approved place.Please select qualifier U in case of an authorised place.Please select qualifier U, V, W, X or Y if the goods location is different from a designated location, an authorised place or an approved place.",0,"Please select qualifier U or V in case of a designated location or an approved place.Please select qualifier U in case of an authorised place.Please select qualifier U, V, W, X or Y if the goods location is different from a designated location, an authorised place or an approved place.","Please select qualifier U or V in case of a designated location or an approved place.Please select qualifier U in case of an authorised place.Please select qualifier U, V, W, X or Y if the goods location is different from a designated location, an authorised place or an approved place.","Please select qualifier U or V in case of a designated location or an approved place.Please select qualifier U in case of an authorised place.Please select qualifier U, V, W, X or Y if the goods location is different from a designated location, an authorised place or an approved place."
generalInfoForm.tooltips.receptacle,A receptacle is a loading unit to carry mail items. Enter the receptacle identification numbers that make up the consolidated consignment assigned by a postal operator.,0,A receptacle is a loading unit to carry mail items. Enter the receptacle identification numbers that make up the consolidated consignment assigned by a postal operator.,A receptacle is a loading unit to carry mail items. Enter the receptacle identification numbers that make up the consolidated consignment assigned by a postal operator.,A receptacle is a loading unit to carry mail items. Enter the receptacle identification numbers that make up the consolidated consignment assigned by a postal operator.
generalInfoForm.tooltips.referenceNumber,"(a) Identification or reference number of Union or international documents or certificates produced in support of the declaration.Using the relevant Union codes, enter the details required by any specific rules applicable together with reference data of the documents produced in support of the declaration.(b) Identification or reference number of national documents or certificates produced in support of the declaration.",5,"a) Kennnummer oder Referenznummer der Unions- oder internationalen Unterlagen oder Bescheinigungen, die zusammen mit der Anmeldung vorgelegt werden. Unter Verwendung der vorgesehenen Unionscodes sind die für spezifische Regelungen vorgeschriebenen Angaben und die Referenzdaten der zusammen mit der Anmeldung vorgelegten Unterlagen anzugeben. b) Kennnummer oder Referenznummer der nationalen Dokumente oder Bescheinigungen, die zusammen mit der Erklärung vorgelegt werden.","a) Numéro d’identification ou de référence des documents ou certificats et autorisations de l’Union ou internationaux produits à l’appui de la déclaration. Indiquer, selon les codes de l’Union prévus à cet effet, d’une part, les mentions requises en fonction des réglementations spécifiques éventuellement applicables et, d’autre part, les données de référence des documents produits à l’appui de la déclaration. b) Numéro d’identification ou de référence des documents ou certificats nationaux produits à l’appui de la déclaration.","a) Identificatie- of referentienummer van tot staving van de aangifte voorgelegde Unie- of internationale documenten of certificaten. Vermeld met behulp van de relevante Uniecodes alle in bepaalde specifieke regels vereiste gegevens, samen met de referentiegegevens van de tot staving van de aangifte voorgelegde documenten. b) Identificatie- of referentienummer van tot staving van de aangifte voorgelegde nationale documenten of certificaten."
generalInfoForm.tooltips.referenceNumberUCR,The unique commercial reference number assigned by the person concerned to the consignment in question. It may take the form of WCO (ISO 15459) codes or equivalent. It provides access to underlying commercial data of interest to customs.,3,"Mer, die der Beteiligte der betreffenden Sendung aus geschäftlichen Gründen gegeben hat. Diese Angabe kann die Form von Codes der WZO (ISO 15459) oder gleichwertigen Codes annehmen. Sie bietet Zugang zu grundlegenden gewerblichen Daten, die für die Zollbehörden von Interesse sind.",Cette indication concerne la référence unique attribuée par la personne intéressée sur le plan commercial à l’envoi en cause. Elle peut prendre la forme de codes OMD (ISO 15459) ou équivalents. Elle permet aux douanes d’avoir accès à des données présentant un intérêt commercial sous-jacent.,Deze registratie betreft het unieke commerciële referentienummer dat de betrokkene aan de betrokken zending heeft toegekend. Ze kan de vorm aannemen van een WDO-code (ISO 15459) of een equivalent daarvan. Ze verleent toegang tot onderliggende commerciële gegevens die voor de douane interessant zijn.
generalInfoForm.tooltips.sealIdentifier,"The information shall be provided, if an authorised consignor lodges a declaration for which his authorisation requires the use of seals or a holder of the transit procedure is granted the use of seals of a special type.",2,"Die Angabe ist zu machen, wenn die Anmeldung von einem zugelassenen Versender abgegeben wird, sofern die ihm erteilte Bewilligung die Verwendung von Verschlüssen vorsieht oder wenn einem Inhaber des Versandverfahrens eine Bewilligung zur Verwendung von besonderen Verschlüssen erteilt worden ist.","The information shall be provided, if an authorised consignor lodges a declaration for which his authorisation requires the use of seals or a holder of the transit procedure is granted the use of seals of a special type.","Deze gegevens worden verstrekt als een toegelaten afzender een aangifte indient waarvoor zĳn vergunning verzegeling verplicht stelt, of indien een houder van de regeling douanevervoer toestemming is verleend om de zegels van een bijzonder model te gebruiken."
generalInfoForm.tooltips.security,"This data item is to indicate if the transit declaration is used for safety and security purposes. Value 0 = not used for safety and security purposes, values 1, 2 and 3 indicates if declaration is lodged with ENS (Entry Summary declaration) or EXS (Exit summary delcaration) particulars or of a combination of the two",2,"Dieses Datenelement dient der Indikation, ob die Versandanmeldung zu Sicherheits- und Schutzzwecken verwendet wird. Wert 0 = nicht für Sicherheitszwecke verwendet, die Werte 1, 2 und 3 geben an, ob die Anmeldung bei den Angaben der ENS (Summarische  Eingangsanmeldung) oder EXS (Summarische Ausgangsanmeldung) oder einer Kombination aus beiden abgegeben wird.","Cet élément de données est destiné à indiquer si la déclaration de transit est utilisée à des fins de sécurité et de sûreté. La valeur 0 = n'est pas utilisée à des fins de sûreté et de sécurité, les valeurs 1, 2 et 3 indiquent si la déclaration est déposée avec les mentions ENS (déclaration sommaire d'entrée) ou EXS (déclaration sommaire de sortie) ou une combinaison des deux.","Dit data item dient om aan te duiden of de douanevervoer aangifte gebruikt wordt voor veiligheid doeleinden. Waarden 1, 2 en 3 duiden aan of de aangifte in ingediend met ENS of EXS data of een combinatie van de beide"
generalInfoForm.tooltips.specificCircumstanceIndicator,Indicate whether the exit summary declaration relates to an express consignment.,2,"Unter Verwendung des entsprechenden Codes ist anzugeben, ob sich die summarische Ausgangsanmeldung auf eine Expresssendung bezieht","Indiquer, selon le code prévu à cet effet, si la déclaration sommaire de sortie porte sur un envoi express.",Vermeld met behulp van de desbetreffende code of de summiere aangifte bij uitgaan betrekking heeft op een expreszending.
generalInfoForm.tooltips.supportingDocument,"Enter the details related to the writing-off of the goods declared in the declaration concerned, in relation with the export and import licences and certificates.",2,Anzugeben sind die Einzelheiten zur Abschreibung der in der betreffenden Zollanmeldung angemeldeten Waren in Bezug auf die Einfuhr- und ausfuhrlizenzen und bescheinigungen.,"Indiquer les mentions relatives à la mise en non-valeur des marchandises déclarées dans la déclaration concernée, en rapport avec les certificats d'importation et d'exportation.","Vermeld de gegevens met betrekking tot de afschrijving van de in de betrokken aangifte aangegeven goederen, in verband met de uitvoer- en invoervergunningen en certificaten."
generalInfoForm.tooltips.transportDocument,This data element includes the type and reference of the transport document.,2,Dieses Datenelement enthält die Art und die Referenznummer des Beförderungspapiers.,Cet élément de données comprend le type et la référence du document de transport.,Dit gegevenselement omvat het soort en de referentie van het vervoersdocument.
generalInfoForm.tooltips.transportEquipment,"Marks (letters and/or numbers) which identify the container For modes of transport other than air, a container is a special box to carry freight, strengthened and stackable and allowing horizontal or vertical transfers.In the air mode, containers are special boxes to carry freight, strengthened and allowing horizontal or vertical transfers.In the context of this data element, the swap bodies and semi-trailers used for road and rail transport shall be considered as containers.If applicable, for containers covered by the standard ISO 6346, the identifier (prefix) allocated by the International Bureau of Containers and Intermodal Transport (BIC) shall also be provided in addition to the container identification number.For swap bodies and semi-trailers the ILU (Intermodal Loading Units) code as introduced by the European EN 13044 standard shall be used.",3,"Kennungen (Buchstaben und/oder Ziffern) zur Identifizierung des Containers. Für andere Beförderungsarten als die Beförderung auf dem Luftweg ist ein Container ein kastenförmiger Spezialbehälter für die Frachtbeförderung, der verstärkt sowie stapelbar ist und vertikal oder horizontal umgeschlagen werden kann.Im Luftverkehr sind Container kastenförmige Spezialbehälter für die Frachtbeförderung, die verstärkt sind und vertikal oder horizontal umgeschlagen werden können. Im Zusammenhang mit diesem Datenelement gelten Wechselbehälter und Sattelanhänger für den Straßen- und Schienenverkehr als Container. Falls zutreffend ist bei Containern gemäß ISO-Norm Nr. 6346 die vom Bureau International des Containers et du Transport Intermodal (B.I.C.) zugewiesene Kennung (Präfix) zusätzlich zur Containernummer anzugeben. Bei Wechselbehältern und Sattelanhängern ist der durch die europäische Norm EN 13044 eingeführte ILU-Code (Code zur Identifizierung intermodaler Ladeeinheiten) zu verwenden.","Marques (lettres et/ou numéros) d'identification du conteneur.Pour les modes de transport autres que le transport aérien, unconteneur est une boîte conçue pour le transport de marchandises,renforcée, empilable et pouvant être transbordée horizontalementou verticalement.Pour le transport aérien, les conteneurs sont des boîtesspéciales conçues pour le transport de marchandises, renforcéeset pouvant être transbordées horizontalement ou verticalement.Dans le cadre du présent élément de données, les caissesmobiles et semi-remorques utilisées pour le transport routieret ferroviaire sont considérées comme des conteneurs.S’il y a lieu, pour les conteneurs couverts par la norme ISO6346, l’identifiant (préfixe) attribué par le Bureau internationaldes containers et du transport intermodal (BIC) estégalement fourni en plus du numéro d’identification desconteneurs. Pour les caisses mobiles et les semi-remorques, le code desunités de chargement intermodales (UCI) tel qu’introduit parla norme EN 13044 est utilisé.","Merken (letters en/of cijfers) ter identificatie van de container. Voor een andere vervoerswijze dan door de lucht is een container een speciale bak voor het vervoer van vracht, verstevigd en stapelbaar en geschikt voor horizontaal en verticaal overladen.Bij luchtvervoer zijn containers speciale bakken voor het vervoer van vracht, verstevigd en geschikt voor horizontaal en verticaal overladen. In het kader van dit gegevenselement worden voor weg- en spoorvervoer gebruikte wissellaadbakken en opleggers als containers beschouwd. Voor onder de norm ISO 6346 vallende containers wordt, indien van toepassing, naast het identificatienummer van de container ook de door het Internationale bureau voor containers en intermodaal transport (BIC) toegewezen identificator (code) verstrekt. Voor wissellaadbakken en opleggers wordt de met de Europese norm EN 13044 geïntroduceerde ILU-code voor intermodale laadbakken gebruikt."
generalInfoForm.tooltips.un/locode,Enter the location code where the goods are available which is mentioned in your authorsation authorised consignee or approved place.,2,"Geben Sie den Ortscode ein, an dem die Waren verfügbar sind, der in Ihrer Bewilligung zum  Zugelassenen Empfänger oder Zugelassenen Ort angegeben ist.",Saisissez le code du localisation où les marchandises sont disponibles et qui est mentionné dans votre autorisation de destinataire autorisé ou de lieu agréé.,Vul de locatiecode in die vermeld is in je vergunning toegelaten geadresseerde of goedgekeurde plaats
generalInfoForm.tooltips.warehouse,Warehouse identification is required when the type of location is an authorised place.,0,Warehouse identification is required when the type of location is an authorised place.,Warehouse identification is required when the type of location is an authorised place.,Warehouse identification is required when the type of location is an authorised place.
generalInfoForm.tooltips.weight,"The gross mass is the weight of goods including packaging, but excluding the carrier's equipment for the declaration. Where a gross mass greater than 1 kg includes a fraction of a unit (kg), it may be rounded off in the following manner:— from 0,001 to 0,499: rounding down to the nearest kg, — from 0,5 to 0,999: rounding up to the nearest kg. A gross mass of less than 1 kg should be entered as '0,' followed by a number of decimals up to 6, discarding all '0' at the end of the quantity (e.g. 0,123 for a package of 123 grams, 0,00304 for a package of 3 grams and 40 milligrams or. 0,000654 for a package of 654 milligrams). Enter the gross mass, expressed in kilograms, of the goods concerned by the relevant item of goods. Where the declaration comprises several goods items, which concern goods that are packed together in such a way that it is impossible to determine the gross mass of the goods pertaining to any goods item, the total gross mass needs only to be entered on header level.",3,"Die Rohmasse ist das Gewicht der Ware einschließlich Verpackung, ausgenommen jedoch die vom Beförderer für die Anmeldung benötigten Ausrüstungen. Wenn die Rohmasse mehr als 1 kg beträgt und einen Bruchteil der Maßeinheit (kg) umfasst, kann wie folgt ab- oder aufgerundet werden: — von 0,001 bis 0,499: abrunden auf die niedrigere Einheit (kg) — von 0,5 bis 0,999: aufrunden auf die höhere Einheit (kg). Beträgt die Rohmasse weniger als 1 kg, so ist „0,“ gefolgt von maximal sechs Dezimalstellen anzugeben, wobei alle Nullen am Ende der Menge weggelassen werden (z. B. 0,123 für ein Packstück von 123 Gramm, 0,00304 für ein Packstück von 3 Gramm und 40 Milligramm oder 0,000654 für ein Packstück von 654 Milligramm).","La masse brute totale est le poids des marchandises de la totalité de l’envoi correspondant à la déclaration, y compris l’emballage mais à l’exclusion du matériel de transport. Lorsque la masse brute est supérieure à 1 kg, et comporte une fraction d’unité (kg), il est permis de procéder à l’arrondissement suivant: — de 0,001 à 0,499: arrondissement à l'unité inférieure (kg), — de 0,5 à 0,999: arrondissement à l'unité supérieure (kg). Lorsque la masse brute est inférieure à 1 kg, il convient de l’indiquer sous la forme «0,» suivie de jusqu’à 6 décimales, en éliminant tous les «0» à la fin de la quantité (par exemple 0,123 pour un paquet de 123 grammes, 0,00304 pour un paquet de 3 grammes et 40 milligrammes ou 0,000654 pour un paquet de 654 milligrammes).","De totale brutomassa is het gewicht van in de aangifte vermelde goederen van de hele zending, inclusief verpakking maar exclusief transportmaterieel. Wanneer de brutomassa meer dan 1 kg bedraagt en een fractie van een eenheid (kg) omvat, mag deze als volgt worden afgerond: — van 0,001 tot 0,499: afronding op de lagere eenheid (kg); — van 0,5 tot 0,999: afronding op de hogere eenheid (kg). Het verdient aanbeveling een brutomassa van minder dan 1 kg te vermelden als “0”, gevolgd door maximaal 6 decimalen, waarbij elke “0” aan het einde van een hoeveelheid wordt weggelaten (bv. 0,123 = 123 g, 0,00304 = 3 g en 40 milligram en 0,000654 = 654 milligram)."
guarantee.Timer Expired,Timer Expired,0,Timer abgelaufen,Minuteur expiré,Timer verlopen
guarantee.declarationStatus,Declaration status,1,Status der Anmeldung,Statut de la déclaration,Aangiftestatus
guarantee.filterOnMRN,Filter on MRN,3,Filtern nach MRN,Filtrer sur le MRN,Filter op MRN
guarantee.guaranteeType,Guarantee type,0,Art der Sicherheitsleistung,Type de garantie,Zekerheid type
guarantee.guaranteesUnderRegistration,GUARANTEES UNDER REGISTRATION,1,REGISTRIERUNG DER SICHERHEITSLEISTUNG LÄUFT,GARANTIE EN COURS D'ENREGISTREMENT,ZEKERHEID AANSCHRIJVEN
guarantee.mrn,MRN,1,MRN,MRN,MRN
guarantee.noResults,No guarantees under registration found.,1,Keine Sicherheiten gefunden.,Aucune garantie trouvée.,Geen borgstelling(en) gevonden.
guarantee.notes,Notes,0,Anmerkungen,Notes,Opmerkingen
guarantee.notesToolTip,Timer of this guarantee reference has expired.,0,Der Timer für diese Sicherheitsleistung ist abgelaufen.,Le délai de cette référence de garantie a expiré.,Timer van deze zekerheidsreferentie is verlopen.
guarantee.otherGuaranteeReference,Other guarantee reference(s),1,Andere referentie zekerheidstelling,Autre référence de garantie,Andere referentie zekerheidstelling
guarantee.references.accessCode,Access code,1,Zugriffscode,Code d'accès,Toegangscode
guarantee.references.action,Action,0,Aktion,Action,Actie
guarantee.references.actions.refuse,Refuse,0,Ablehnen,Refuser,Weiger
guarantee.references.actions.register,Register,0,Erfassen,Registre,Registreer
guarantee.references.amount,Amount,2,Betrag,Montant,Bedrag
guarantee.references.availableAmount,Available amount,0,Verfügbarer Betrag,Montant disponible,Beschikbaar bedrag
guarantee.references.customsOfficeOfDeparture,Customs office of departure,1,Abgangszollstelle,Bureau de douane de départ,Douanekantoor van vertrek
guarantee.references.defaultAmount,Default amount,1,Standardbetrag,Montant par défaut,Standaard bedrag
guarantee.references.dialog.buttons.refuse,Refuse,1,Verweigern,Refuser,Weigeren
guarantee.references.dialog.description,"Please select a reason for refusing the guarantee reference(s). When refusing one guarantee reference, all other guarantee references of the same declaration will be refused.",1,Bitte wählen Sie einen Grund für die Ablehnung der Garantiereferenz(en) aus. Bei Ablehnung einer Garantiereferenz werden alle anderen Garantiereferenzen derselben Erklärung abgelehnt.,"Veuillez sélectionner un motif de refus de la ou des référence(s) de garantie. En cas de refus d'une référence de garantie, toutes les autres références de garantie de la même déclaration seront refusées.",Selecteer een reden voor het weigeren van de garantiereferentie(s). Bij weigering van één garantiereferentie worden alle andere garantiereferenties van dezelfde verklaring geweigerd.
guarantee.references.dialog.label,Reason for refusal,1,Grund für die Ablehnung,Motif du refus,Reden voor weigering
guarantee.references.dialog.title,Refuse guarantee reference(s),1,Garantiereferenz(en) verweigern,Refuser la ou les référence(s) de garantie,Garantiereferentie(s) weigeren
guarantee.references.errors.selectRequired,Please select a value.,1,Bitte wählen Sie einen Wert.,Veuillez sélectionner une valeur.,Selecteert u alstublieft een waarde.
guarantee.references.errors.valueRequired,Please enter a value.,0,Bitte geben Sie einen Wert ein.,Veuillez introduire une valeur.,Vult u alstublieft een geldige waarde in.
guarantee.references.gmsGuarantees,GMS Guarantees,1,GMS-Garantien,Guaranties GMS,GMS-garanties
guarantee.references.grn,GRN,0,Sicherheits-Referenznummer,NRG,GRN
guarantee.references.guaranteeType,Type,2,Garantietyp,Type de garantie,Garantie soort
guarantee.references.header,Guarantee reference(s),0,Sicherheitsleistung(en),Référence(s) de la garantie,Zekerheid referentie(s)
guarantee.references.noResults,No guarantee references found.,0,No guarantee references found.,No guarantee references found.,No guarantee references found.
guarantee.references.nonGmsGuarantees,Non GMS Guarantees,1,Nicht-GMS-Garantien,Guaranties Non-GMS,Niet-GMS-garanties
guarantee.references.notValidIn,Not valid in,1,Nicht gültig in,Non valide en,Niet geldig in
guarantee.references.notes,Notes,1,Anmerkungen,Remarques,Notities
guarantee.references.number,No.,0,Nr.,N°,Nr.
guarantee.references.officeOfGuarantee,Office of guarantee,1,Zollstelle der Sicherheitsleistung,Bureau de la garantie,Kantoor van zekerheid
guarantee.references.status,Status,2,Status,Statut,Status
guarantee.references.statuses.PENDING,Pending,0,Ausstehend,En attente,In behandeling
guarantee.references.statuses.REFUSED,Refused,0,Abgelehnt,Refusé,Geweigerd
guarantee.references.statuses.REGISTERED,Registered,0,Registriert,Enregistré,Geregistreerd
guarantee.references.statuses.TO_DO,To-do,0,To-do,To-do,To-do
houseConsignItem.errors.isWrongSelection,Please select a valid value,0,Please select a valid value,Veuillez sélectionner une valeur valable,Selecteert u alstublieft een geldige waarde
houseConsignItem.errors.required,Please enter a value,1,Bitte geben Sie einen Wert ein.,Veuillez introduire une valeur,Vult u alstublieft een geldige waarde in
houseConsignItem.errors.selectRequired,Please select a value,0,Bitte wählen Sie einen Wert.,Veuillez sélectionner une valeur,Selecteert u alstublieft een waarde
houseConsignItem.hints.hintWithDecimal,Maximum {{ noOfDigits }} digits with {{ noOfDecimal }} digits after decimal,0,Maximal {{noOfDigits}} Ziffern davon {{ noOfDecimal }} Nachkommastellen, {{noOfDigits}} chifres maximum dont {{ noOfDecimal }} après décimal,Maximum {{noOfDigits}} cijfers met {{ noOfDecimal }} na de komma
houseConsignItem.hints.hintWithDigits,Maximum {{ noOfDigits }} digits,0,Maximal {{noOfDigits}} Ziffern, {{noOfDigits}} chifres maximum,Maximum {{noOfDigits}} cijfers
houseConsignItem.hints.hintWithLength,Maximum {{ noOfChars }} characters,0,Maximal  {{noOfChars}} Zeichen,{{noOfChars}} caractères maximum,Maximum {{noOfChars}} karakters
houseConsignItem.hints.hintWithLengthShort,{{ noOfChars }} characters,0,{{ noOfChars }} Zeichen,{{ noOfChars }} caractères,{{ noOfChars }} karakters
houseConsignItem.lables.combinedNomenclatureCode,Combined nomenclature code,2,Code der Unterposition der Kombinierten Nomenklatur,Code de la nomenclature combinée,Code gecombineerd systeem
houseConsignItem.lables.commodity,Commodity,8,Waren,Marchandise,Goederen
houseConsignItem.lables.commodityCode,Commodity code,4,Warennummer,Code des marchandises,Goederencode
houseConsignItem.lables.cusCode,CUS Code,2,CUS-Nummer,Code CUS,CUS-code
houseConsignItem.lables.dangerousGoods,Dangerous goods,7,Gefahrgut,Marchandises dangereuses,Gevaarlijke goederen
houseConsignItem.lables.declarationInformation,Declaration information,1,Informationen zur Anmeldung,Informations sur la déclaration,Informatie over de aangifte
houseConsignItem.lables.declarationType,Declaration type,1,Art der Anmeldung,Type de déclaration,Type aangifte
houseConsignItem.lables.deleteHouseConsignmentItem,ITEM,1,POSITION,ARTICLE  ,ARTIKEL
houseConsignItem.lables.descriptionOfGoods,Description of goods,2,Warenbezeichnung,Description des marchandises,Goederenomschrijving
houseConsignItem.lables.goodsItemNumber,Goods item number,2,Positionsnummer,Numéro d’article de marchandise,Artikelnummer
houseConsignItem.lables.goodsMeasure,Goods measure,5,Warenmengen,Mesure des marchandises,Goederen maatregel
houseConsignItem.lables.grossMass,Gross mass,4,Rohmasse,Masse brutte,Brutomassa
houseConsignItem.lables.harmonisedSystemSubHeadingCode,Harmonised system sub heading code,2,Code der Unterposition des Harmonisierten Systems,Code de la sous-position du système harmonisé,Code onderverdeling geharmoniseerd systeem
houseConsignItem.lables.measurementUnitAndQualifier,Measurement unit and qualifier,2,Maßeinheit und Qualifikator,Unité de mesure et qualifiant,Meeteenheid en -aanduiding
houseConsignItem.lables.netMass,Net mass,4,Eigenmasse,Masse nette,Nettomassa
houseConsignItem.lables.numberOfPackages,Number of packages,3,Anzahl der Packstücke,Nombre de colis,Aantal colli
houseConsignItem.lables.packaging,Packaging,2,Verpackung,Emballage,Verpakking
houseConsignItem.lables.quantity,Quantity,2,Anzahl,Quantité,Hoeveelheid
houseConsignItem.lables.search,SEARCH,2,SUCHEN,RECHERCHER,ZOEKEN
houseConsignItem.lables.shippingMarks,Shipping marks,1,Versandzeichen,Marques d’expédition,Verzendingsmerken
houseConsignItem.lables.supplementaryUnits,Supplementary units,4,Menge in besonderer Maßeinheit,Unités supplémentaires,Aanvullende eenheden
houseConsignItem.lables.title,Step 3: Item,1,Schritt 3: Warenposition,Etape 3: Article,Stap 3: Artikel
houseConsignItem.lables.type,Type,3,Art,Type,Soort
houseConsignItem.lables.typeOfPackages,Type of packages,2,Art verpackung,Type d'emballage,Type Verpakking
houseConsignItem.lables.unNumber,UN number,5,UN-Nummer,Numéro ONU,UN-nummer
